"country","total_plastic_kg","year"
"Bangladesh",1,2020
"Bangladesh",47,2020
"Bangladesh",25,2020
"Bangladesh",6,2020
"Bangladesh",22,2020
"Bangladesh",37,2020
"Bangladesh",13,2020
"Bangladesh",26,2020
"Bangladesh",33,2020
"Bangladesh",12,2020
"Bangladesh",7,2020
"Bangladesh",74,2020
"Bangladesh",39,2020
"Bangladesh",9,2020
"Bangladesh",45,2020
"Bangladesh",4,2020
"Bangladesh",10,2020
"Bangladesh",14,2020
"Bangladesh",15,2020
"Bangladesh",31,2020
"Bangladesh",17,2020
"Bangladesh",23,2020
"Bangladesh",3,2020
"Bangladesh",35,2020
"Bangladesh",42,2020
"Bangladesh",18,2020
"Bangladesh",60,2020
"Bangladesh",29,2020
"Bangladesh",11,2020
"Bangladesh",40,2020
"Bangladesh",28,2020
"Bangladesh",139,2020
"Bangladesh",16,2020
"Bangladesh",24,2020
"Bangladesh",180,2020
"Bangladesh",38,2020
"Bangladesh",20,2020
"Bangladesh",95,2020
"Bangladesh",41,2020
"Bangladesh",237,2020
"Benin",264,2020
"Benin",78,2020
"Brazil",1674,2020
"Brazil",6,2020
"Brazil",1,2020
"Brazil",2,2020
"Brazil",5,2020
"Brazil",3,2020
"Brazil",27,2020
"Brazil",21,2020
"Brazil",17,2020
"Brazil",119,2020
"Brazil",338,2020
"Bulgaria",387,2020
"Bulgaria",2,2020
"Bulgaria",1,2020
"Bulgaria",5,2020
"Bulgaria",6,2020
"Bulgaria",3,2020
"Bulgaria",55,2020
"Burkina Faso",6260,2020
"Burkina Faso",143,2020
"Burkina Faso",155,2020
"Burkina Faso",58,2020
"Burkina Faso",3,2020
"Burkina Faso",1,2020
"Burkina Faso",40,2020
"Burkina Faso",38,2020
"Burkina Faso",53,2020
"Burkina Faso",31,2020
"Burkina Faso",1000,2020
"Burkina Faso",204,2020
"Burkina Faso",749,2020
"Burkina Faso",36,2020
"Canada",1274,2020
"Canada",1,2020
"Canada",2,2020
"Canada",5,2020
"Canada",4,2020
"Canada",19,2020
"Canada",123,2020
"Canada",20,2020
"Canada",6,2020
"Canada",3,2020
"Canada",32,2020
"Canada",8,2020
"Canada",15,2020
"Canada",28,2020
"Canada",22,2020
"Canada",18,2020
"Canada",58,2020
"Canada",21,2020
"Canada",11,2020
"Canada",53,2020
"Canada",29,2020
"Canada",14,2020
"Canada",39,2020
"Chile",557,2020
"Chile",1,2020
"Chile",8,2020
"Chile",12,2020
"Chile",16,2020
"Chile",6,2020
"Chile",247,2020
"Chile",61,2020
"Chile",27,2020
"Chile",4,2020
"Chile",14,2020
"Chile",25,2020
"Chile",10,2020
"Chile",24,2020
"Chile",7,2020
"Chile",3,2020
"Chile",2,2020
"Chile",72,2020
"Chile",5,2020
"Chile",21,2020
"Chile",9,2020
"Chile",44,2020
"Chile",31,2020
"Chile",136,2020
"Chile",22,2020
"Chile",188,2020
"Chile",75,2020
"Chile",42,2020
"China",1,2020
"China",2,2020
"China",4,2020
"China",8,2020
"China",52,2020
"China",6,2020
"China",39,2020
"China",10,2020
"China",3,2020
"China",43,2020
"China",109,2020
"China",25,2020
"China",111,2020
"China",136,2020
"China",14,2020
"China",7,2020
"China",19,2020
"China",24,2020
"China",17,2020
"China",12,2020
"China",28,2020
"China",35,2020
"China",11,2020
"China",117,2020
"China",5,2020
"China",46,2020
"China",207,2020
"China",34,2020
"China",66,2020
"China",40,2020
"China",78,2020
"China",36,2020
"China",54,2020
"China",22,2020
"China",134,2020
"China",15,2020
"China",75,2020
"China",88,2020
"China",32,2020
"China",137,2020
"Colombia",2373,2020
"Colombia",1,2020
"Colombia",31,2020
"Colombia",5,2020
"Colombia",44,2020
"Colombia",41,2020
"Colombia",4,2020
"Colombia",10,2020
"Colombia",2,2020
"Colombia",6,2020
"Colombia",8,2020
"Colombia",313,2020
"Colombia",22,2020
"Colombia",132,2020
"Colombia",3176,2020
"Colombia",18,2020
"Denmark",2,2020
"Denmark",1,2020
"Denmark",4,2020
"Denmark",3,2020
"Denmark",9,2020
"Denmark",5,2020
"Denmark",39,2020
"Denmark",22,2020
"Denmark",15,2020
"Denmark",34,2020
"Denmark",8,2020
"Denmark",6,2020
"Denmark",20,2020
"Denmark",12,2020
"Denmark",29,2020
"Denmark",7,2020
"Denmark",58,2020
"Denmark",10,2020
"Denmark",27,2020
"Denmark",19,2020
"Denmark",11,2020
"Denmark",4121,2020
"Denmark",17,2020
"Ecuador",170,2020
"Ecuador",1,2020
"Ecuador",3,2020
"Ecuador",2,2020
"Ecuador",46,2020
"Ecuador",5,2020
"Ecuador",41,2020
"El Salvador",254,2020
"El Salvador",1,2020
"El Salvador",29,2020
"El Salvador",147,2020
"El Salvador",489,2020
"France",259,2020
"France",1,2020
"France",3,2020
"France",11,2020
"France",8,2020
"France",2,2020
"France",13,2020
"France",12,2020
"France",5,2020
"France",20,2020
"France",4,2020
"France",14,2020
"France",2578,2020
"Germany",208,2020
"Germany",1,2020
"Germany",3,2020
"Germany",20,2020
"Germany",11,2020
"Germany",4,2020
"Germany",9,2020
"Germany",2,2020
"Germany",8,2020
"Germany",7,2020
"Germany",4933,2020
"Ghana",2067,2020
"Ghana",116,2020
"Ghana",15,2020
"Ghana",1890,2020
"Ghana",19,2020
"Ghana",6,2020
"Ghana",20,2020
"Ghana",70,2020
"Ghana",36,2020
"Ghana",40,2020
"Ghana",133,2020
"Ghana",446,2020
"Ghana",102,2020
"Ghana",34,2020
"Ghana",92,2020
"Ghana",33,2020
"Ghana",21,2020
"Ghana",258,2020
"Ghana",9,2020
"Ghana",153,2020
"Ghana",2125,2020
"Ghana",980,2020
"Ghana",44,2020
"Ghana",23,2020
"Greece",17,2020
"Greece",3,2020
"Greece",1,2020
"Greece",7,2020
"Greece",2,2020
"Greece",6,2020
"Honduras",1,2020
"India",2705,2020
"India",1,2020
"India",4,2020
"India",7,2020
"India",3,2020
"India",2,2020
"India",133,2020
"India",36,2020
"India",12,2020
"India",6,2020
"India",5,2020
"India",272,2020
"India",13,2020
"India",107,2020
"India",22,2020
"India",15,2020
"India",39,2020
"India",928,2020
"India",132,2020
"India",8,2020
"India",67,2020
"India",10,2020
"India",29,2020
"India",108,2020
"India",9,2020
"India",64,2020
"India",38,2020
"India",40,2020
"India",332,2020
"India",28,2020
"India",464,2020
"India",261,2020
"India",23,2020
"India",487,2020
"India",31,2020
"India",14,2020
"India",106,2020
"India",21,2020
"India",25,2020
"India",20,2020
"India",48,2020
"India",54,2020
"India",210,2020
"India",70,2020
"India",721,2020
"India",144,2020
"India",101,2020
"India",168,2020
"India",104,2020
"India",129,2020
"India",11,2020
"India",89,2020
"India",85,2020
"India",18,2020
"India",26,2020
"India",4250,2020
"India",111,2020
"India",93,2020
"India",110,2020
"India",1341,2020
"India",35,2020
"India",1208,2020
"Indonesia",614,2020
"Indonesia",29,2020
"Indonesia",20,2020
"Indonesia",2,2020
"Indonesia",6,2020
"Indonesia",3,2020
"Indonesia",7,2020
"Indonesia",1,2020
"Indonesia",4,2020
"Indonesia",17,2020
"Indonesia",44,2020
"Indonesia",8,2020
"Indonesia",13,2020
"Indonesia",15,2020
"Indonesia",1052,2020
"Indonesia",26,2020
"Indonesia",14,2020
"Indonesia",9,2020
"Indonesia",54,2020
"Indonesia",437,2020
"Indonesia",50,2020
"Indonesia",22,2020
"Indonesia",19,2020
"Indonesia",5,2020
"Indonesia",10,2020
"Indonesia",24,2020
"Indonesia",492,2020
"Indonesia",84,2020
"Indonesia",99,2020
"Indonesia",12,2020
"Indonesia",23,2020
"Indonesia",53,2020
"Indonesia",28,2020
"Indonesia",38,2020
"Indonesia",142,2020
"Indonesia",421,2020
"Indonesia",73,2020
"Indonesia",42,2020
"Indonesia",74,2020
"Indonesia",447,2020
"Indonesia",48,2020
"Indonesia",219,2020
"Indonesia",45,2020
"Indonesia",3710,2020
"Indonesia",205,2020
"Indonesia",552,2020
"Indonesia",58,2020
"Ireland",140,2020
"Ireland",1,2020
"Ireland",5,2020
"Ireland",2,2020
"Ireland",14,2020
"Ireland",3,2020
"Ireland",13,2020
"Ireland",70,2020
"Italy",108,2020
"Italy",1,2020
"Italy",3,2020
"Italy",5,2020
"Italy",7,2020
"Italy",17,2020
"Italy",20,2020
"Italy",136,2020
"Japan",25,2020
"Japan",3,2020
"Japan",1,2020
"Japan",235,2020
"Kenya",1199,2020
"Kenya",112,2020
"Kenya",42,2020
"Kenya",151,2020
"Kenya",70,2020
"Kenya",99,2020
"Kenya",53,2020
"Kenya",46,2020
"Kenya",163,2020
"Kenya",74,2020
"Kenya",55,2020
"Kenya",312,2020
"Kenya",121,2020
"Kenya",29,2020
"Kenya",675,2020
"Kenya",64,2020
"Kenya",36,2020
"Kenya",14,2020
"Kenya",67,2020
"Kenya",103,2020
"Kenya",83,2020
"Kenya",93,2020
"Kenya",58,2020
"Kenya",24,2020
"Kenya",184,2020
"Kenya",54,2020
"Kenya",81,2020
"Kenya",60,2020
"Kenya",3268,2020
"Kenya",21,2020
"Kenya",681,2020
"Kenya",147,2020
"Kenya",51,2020
"Kenya",40,2020
"Kenya",415,2020
"Korea",239,2020
"Korea",1,2020
"Korea",20,2020
"Korea",31,2020
"Korea",6,2020
"Korea",3,2020
"Korea",4,2020
"Korea",18,2020
"Korea",2,2020
"Korea",44,2020
"Korea",33,2020
"Korea",12,2020
"Korea",242,2020
"Korea",5,2020
"Korea",433,2020
"Korea",86,2020
"Korea",9,2020
"Korea",24,2020
"Korea",7,2020
"Korea",21,2020
"Korea",257,2020
"Kuwait",196,2020
"Kuwait",10,2020
"Kuwait",5,2020
"Kuwait",1,2020
"Kuwait",19,2020
"Kuwait",3,2020
"Kuwait",34,2020
"Kuwait",300,2020
"Kuwait",2,2020
"Kuwait",33,2020
"Kuwait",309,2020
"Latvia",27,2020
"Latvia",6,2020
"Latvia",4,2020
"Latvia",1,2020
"Latvia",2,2020
"Latvia",3,2020
"Latvia",20,2020
"Latvia",11,2020
"Latvia",5,2020
"Latvia",350,2020
"Lithuania",238,2020
"Lithuania",1,2020
"Lithuania",6,2020
"Lithuania",2,2020
"Lithuania",4,2020
"Lithuania",13,2020
"Lithuania",3,2020
"Lithuania",17,2020
"Lithuania",18,2020
"Lithuania",5,2020
"Lithuania",9,2020
"Lithuania",614,2020
"Malaysia",2751,2020
"Malaysia",1,2020
"Malaysia",3,2020
"Malaysia",5,2020
"Malaysia",27,2020
"Malaysia",2,2020
"Malaysia",4,2020
"Malaysia",6,2020
"Malaysia",16,2020
"Malaysia",31,2020
"Malaysia",30,2020
"Malaysia",9,2020
"Malaysia",7,2020
"Malaysia",48,2020
"Malaysia",14,2020
"Malaysia",17,2020
"Malaysia",10,2020
"Malaysia",47,2020
"Malaysia",28,2020
"Malaysia",54,2020
"Malaysia",39,2020
"Malaysia",96,2020
"Malaysia",85,2020
"Malaysia",58,2020
"Malaysia",12,2020
"Malaysia",309,2020
"Malaysia",22,2020
"Malaysia",55,2020
"Malaysia",320,2020
"Malaysia",1838,2020
"Malaysia",24,2020
"Mexico",984,2020
"Mexico",2,2020
"Mexico",3,2020
"Mexico",1,2020
"Mexico",41,2020
"Mexico",9,2020
"Mexico",18,2020
"Mexico",22,2020
"Mexico",14,2020
"Mexico",19,2020
"Mexico",11,2020
"Mexico",5,2020
"Mexico",10,2020
"Mexico",16,2020
"Mexico",116,2020
"Mexico",6,2020
"Mexico",13,2020
"Mexico",232,2020
"Mexico",829,2020
"Mexico",4,2020
"Montenegro",89,2020
"Montenegro",5,2020
"Montenegro",23,2020
"Montenegro",1,2020
"Montenegro",4,2020
"Montenegro",8,2020
"Montenegro",58,2020
"Montenegro",68,2020
"Montenegro",9,2020
"Montenegro",165,2020
"Montenegro",575,2020
"Montenegro",48,2020
"Netherlands",120,2020
"Netherlands",28,2020
"Netherlands",32,2020
"Netherlands",1,2020
"Netherlands",5,2020
"Netherlands",3,2020
"Netherlands",380,2020
"Nigeria",30200,2020
"Nigeria",15,2020
"Nigeria",8,2020
"Nigeria",7,2020
"Nigeria",1,2020
"Nigeria",164,2020
"Nigeria",10,2020
"Nigeria",4,2020
"Nigeria",2,2020
"Nigeria",32,2020
"Nigeria",3,2020
"Nigeria",5,2020
"Nigeria",9,2020
"Nigeria",6,2020
"Nigeria",334,2020
"Nigeria",86,2020
"Nigeria",93,2020
"Nigeria",20,2020
"Nigeria",25,2020
"Nigeria",128,2020
"Nigeria",57,2020
"Nigeria",14,2020
"Nigeria",12,2020
"Nigeria",54,2020
"Nigeria",521,2020
"Nigeria",635,2020
"Nigeria",28,2020
"Nigeria",488,2020
"Nigeria",24,2020
"Nigeria",17,2020
"Nigeria",34,2020
"Nigeria",89,2020
"Nigeria",11,2020
"Nigeria",23,2020
"Nigeria",13,2020
"Nigeria",448,2020
"Nigeria",372,2020
"Nigeria",78,2020
"Nigeria",235,2020
"Nigeria",139,2020
"Nigeria",979,2020
"Nigeria",278,2020
"Nigeria",31,2020
"Nigeria",1142,2020
"Nigeria",46,2020
"Nigeria",85,2020
"Nigeria",168,2020
"Nigeria",30,2020
"Nigeria",26,2020
"Nigeria",16,2020
"Nigeria",22,2020
"Nigeria",396,2020
"Nigeria",19,2020
"Nigeria",50,2020
"Nigeria",44,2020
"Nigeria",45,2020
"Nigeria",41,2020
"Nigeria",162,2020
"Nigeria",101,2020
"Nigeria",39,2020
"Nigeria",49,2020
"Nigeria",388,2020
"Nigeria",2174,2020
"Nigeria",213,2020
"Nigeria",27,2020
"Nigeria",402,2020
"Nigeria",236,2020
"Nigeria",1703,2020
"Nigeria",368,2020
"Nigeria",37,2020
"Nigeria",241,2020
"Nigeria",366,2020
"Nigeria",4068,2020
"Nigeria",557,2020
"Nigeria",48,2020
"Nigeria",29,2020
"Nigeria",294,2020
"Nigeria",11219,2020
"Nigeria",208,2020
"Nigeria",332,2020
"Peru",478,2020
"Peru",4,2020
"Peru",1,2020
"Peru",5,2020
"Peru",3,2020
"Peru",2,2020
"Peru",14,2020
"Peru",15,2020
"Peru",6,2020
"Peru",9,2020
"Peru",78,2020
"Philippines",7290,2020
"Philippines",1,2020
"Philippines",7,2020
"Philippines",6,2020
"Philippines",212,2020
"Philippines",214,2020
"Philippines",94,2020
"Philippines",2,2020
"Philippines",25,2020
"Philippines",45,2020
"Philippines",116,2020
"Philippines",90,2020
"Philippines",3,2020
"Philippines",58,2020
"Philippines",278,2020
"Philippines",5580,2020
"Philippines",134,2020
"Philippines",5,2020
"Philippines",15,2020
"Philippines",4,2020
"Philippines",54,2020
"Philippines",14,2020
"Philippines",12,2020
"Philippines",80,2020
"Philippines",120,2020
"Philippines",11,2020
"Philippines",27,2020
"Philippines",66,2020
"Philippines",37,2020
"Philippines",662,2020
"Philippines",18,2020
"Philippines",19,2020
"Philippines",22,2020
"Philippines",117,2020
"Philippines",1022,2020
"Philippines",109,2020
"Philippines",13,2020
"Philippines",3869,2020
"Philippines",8,2020
"Philippines",1420,2020
"Philippines",272,2020
"Philippines",24,2020
"Philippines",46,2020
"Philippines",6168,2020
"Philippines",67,2020
"Philippines",1067,2020
"Philippines",51,2020
"Philippines",282,2020
"Philippines",112,2020
"Philippines",76,2020
"Philippines",180,2020
"Philippines",83,2020
"Philippines",215,2020
"Philippines",2622,2020
"Philippines",519,2020
"Philippines",30,2020
"Philippines",36,2020
"Philippines",9,2020
"Philippines",287,2020
"Philippines",614,2020
"Philippines",9314,2020
"Philippines",2922,2020
"Philippines",6350,2020
"Philippines",646,2020
"Philippines",56,2020
"Philippines",603,2020
"Portugal",677,2020
"Portugal",1,2020
"Portugal",4,2020
"Portugal",11,2020
"Portugal",9,2020
"Portugal",48,2020
"Portugal",3,2020
"Portugal",2,2020
"Portugal",8,2020
"Portugal",7,2020
"Portugal",14,2020
"Portugal",5,2020
"Portugal",21,2020
"Portugal",80,2020
"Portugal",6,2020
"Portugal",7461,2020
"Romania",50,2020
"Romania",4,2020
"Romania",8,2020
"Romania",27,2020
"Serbia",278,2020
"Serbia",1,2020
"Serbia",13,2020
"Serbia",5,2020
"Serbia",48,2020
"Serbia",76,2020
"Serbia",40,2020
"Serbia",29,2020
"Singapore",39,2020
"Singapore",17,2020
"Singapore",1,2020
"Singapore",9,2020
"Singapore",2,2020
"Singapore",24,2020
"Slovenia",1,2020
"Slovenia",2,2020
"Slovenia",5,2020
"Slovenia",3,2020
"Slovenia",4,2020
"Slovenia",16,2020
"Slovenia",24,2020
"Slovenia",36,2020
"Slovenia",17,2020
"Slovenia",11,2020
"Slovenia",6,2020
"Slovenia",156,2020
"Slovenia",55,2020
"Slovenia",9,2020
"Slovenia",13,2020
"Slovenia",147,2020
"Slovenia",7,2020
"Slovenia",15,2020
"South Africa",62,2020
"South Africa",47,2020
"South Africa",13,2020
"South Africa",58,2020
"South Africa",647,2020
"South Africa",30,2020
"Spain",162,2020
"Spain",1,2020
"Spain",2,2020
"Spain",34,2020
"Spain",8,2020
"Spain",3,2020
"Spain",16,2020
"Spain",4,2020
"Spain",28,2020
"Spain",729,2020
"Sri Lanka",22,2020
"Switzerland",31331,2020
"Switzerland",19217,2020
"Switzerland",256,2020
"Switzerland",150,2020
"Switzerland",145,2020
"Switzerland",106,2020
"Switzerland",102,2020
"Switzerland",93,2020
"Switzerland",83,2020
"Switzerland",74,2020
"Switzerland",58,2020
"Switzerland",40,2020
"Switzerland",33,2020
"Switzerland",28,2020
"Switzerland",25,2020
"Switzerland",24,2020
"Switzerland",21,2020
"Switzerland",19,2020
"Switzerland",16,2020
"Switzerland",14,2020
"Switzerland",13,2020
"Switzerland",12,2020
"Switzerland",11,2020
"Switzerland",9,2020
"Switzerland",7,2020
"Switzerland",6,2020
"Switzerland",5,2020
"Switzerland",4,2020
"Switzerland",3,2020
"Switzerland",2,2020
"Switzerland",1,2020
"Tanzania",4271,2020
"Tanzania",123,2020
"Tanzania",482,2020
"Tanzania",180,2020
"Tanzania",73,2020
"Tanzania",31,2020
"Tanzania",19,2020
"Tanzania",1,2020
"Tanzania",2,2020
"Tanzania",7,2020
"Tanzania",50,2020
"Tanzania",178,2020
"Tanzania",627,2020
"Tanzania",32,2020
"Tanzania",93,2020
"Tanzania",33,2020
"Tanzania",304,2020
"Tanzania",775,2020
"Tanzania",20,2020
"Tanzania",15,2020
"Thailand",523,2020
"Thailand",5,2020
"Thailand",27,2020
"Thailand",1,2020
"Thailand",26,2020
"Thailand",6,2020
"Thailand",11,2020
"Thailand",3,2020
"Thailand",12,2020
"Thailand",4,2020
"Thailand",31,2020
"Thailand",2,2020
"Thailand",102,2020
"Thailand",9,2020
"Thailand",61,2020
"Thailand",19,2020
"Thailand",25,2020
"Thailand",18,2020
"Thailand",43,2020
"Thailand",77,2020
"Thailand",255,2020
"Thailand",206,2020
"Thailand",58,2020
"Thailand",28,2020
"Thailand",37,2020
"Thailand",13,2020
"Thailand",7,2020
"Thailand",24,2020
"Thailand",8,2020
"Thailand",423,2020
"Thailand",326,2020
"Thailand",157,2020
"Thailand",35,2020
"Togo",4458,2020
"Togo",1150,2020
"Togo",12,2020
"Togo",6327,2020
"Togo",47,2020
"Tunisia",509,2020
"Tunisia",50,2020
"Tunisia",77,2020
"Tunisia",119,2020
"Tunisia",1,2020
"Tunisia",236,2020
"Tunisia",126,2020
"Tunisia",1199,2020
"Tunisia",2,2020
"Ukraine",369,2020
"Ukraine",2,2020
"Ukraine",3,2020
"Ukraine",14,2020
"Ukraine",8,2020
"Ukraine",7,2020
"Ukraine",1,2020
"Ukraine",13,2020
"Ukraine",10,2020
"Ukraine",54,2020
"Ukraine",4,2020
"Ukraine",9,2020
"Ukraine",12,2020
"Ukraine",303,2020
"Ukraine",11,2020
"Ukraine",5,2020
"Ukraine",16,2020
"Ukraine",25,2020
"Ukraine",37,2020
"Ukraine",184,2020
"Ukraine",43,2020
"Ukraine",264,2020
"Ukraine",52,2020
"Ukraine",30,2020
"Ukraine",24,2020
"Ukraine",47,2020
"Ukraine",18,2020
"Ukraine",32,2020
"Ukraine",49,2020
"Ukraine",6,2020
"Ukraine",21,2020
"Ukraine",72,2020
"Ukraine",64,2020
"Ukraine",87,2020
"Ukraine",35,2020
"Ukraine",75,2020
"Ukraine",15,2020
"Ukraine",329,2020
"Ukraine",22,2020
"Ukraine",175,2020
"Ukraine",23,2020
"Ukraine",360,2020
"Ukraine",19,2020
"Ukraine",56,2020
"Ukraine",497,2020
"Ukraine",3358,2020
"Ukraine",63,2020
"Ukraine",20,2020
"United Arab Emirates",1,2020
"United Kingdom",1154,2020
"United Kingdom",1,2020
"United Kingdom",9,2020
"United Kingdom",2,2020
"United Kingdom",3,2020
"United Kingdom",10,2020
"United Kingdom",6,2020
"United Kingdom",15,2020
"United Kingdom",5,2020
"United Kingdom",26,2020
"United Kingdom",59,2020
"United Kingdom",21,2020
"United Kingdom",53,2020
"United Kingdom",58,2020
"United Kingdom",13,2020
"United Kingdom",4,2020
"United Kingdom",36,2020
"United Kingdom",39,2020
"United Kingdom",2963,2020
"United States",4037,2020
"United States",6,2020
"United States",1,2020
"United States",3,2020
"United States",74,2020
"United States",8,2020
"United States",2,2020
"United States",54,2020
"United States",46,2020
"United States",4,2020
"United States",13,2020
"United States",10,2020
"United States",5,2020
"United States",15,2020
"United States",9,2020
"United States",20,2020
"United States",21,2020
"United States",83,2020
"United States",12,2020
"United States",42,2020
"United States",23,2020
"United States",72,2020
"United States",64,2020
"United States",128,2020
"United States",14,2020
"United States",90,2020
"United States",7,2020
"United States",22,2020
"United States",19,2020
"United States",39,2020
"United States",40,2020
"United States",52,2020
"United States",24,2020
"United States",16,2020
"United States",77,2020
"United States",94,2020
"United States",223,2020
"United States",70,2020
"United States",18,2020
"United States",440,2020
"United States",110,2020
"United States",67,2020
"United States",31,2020
"United States",65,2020
"United States",33,2020
"United States",49,2020
"United States",85,2020
"United States",138,2020
"United States",103,2020
"United States",36,2020
"United States",26,2020
"United States",247,2020
"United States",500,2020
"United States",5299,2020
"United States",35,2020
"United States",32,2020
"United States",30,2020
"United States",86,2020
"Vietnam",4096,2020
"Vietnam",61,2020
"Vietnam",16,2020
"Vietnam",29,2020
"Vietnam",23,2020
"Vietnam",10,2020
"Vietnam",1,2020
"Vietnam",14,2020
"Vietnam",31,2020
"Vietnam",18,2020
"Vietnam",4,2020
"Vietnam",6,2020
"Vietnam",7,2020
"Vietnam",2,2020
"Vietnam",11,2020
"Vietnam",5,2020
"Vietnam",8,2020
"Vietnam",20,2020
"Vietnam",3,2020
"Vietnam",13,2020
"Vietnam",9,2020
"Vietnam",28,2020
"Vietnam",101,2020
"Vietnam",67,2020
"Vietnam",34,2020
"Vietnam",474,2020
"Vietnam",55,2020
"Vietnam",12,2020
"Vietnam",35,2020
"Vietnam",27,2020
"Vietnam",85,2020
"Vietnam",2932,2020
"Vietnam",86,2020
"Vietnam",88,2020
"Vietnam",92,2020
